Target Epsilon,Run,PCA Components,Total Time (s),Test Acc,Actual Epsilon,Noise Multiplier
0.2,1,223,105.6039707660675,0.9322999715805054,0.20185902114999468,43.321183479690184
0.2,2,223,104.02086901664734,0.9309999942779541,0.20185902114999468,43.321183479690184
0.2,3,223,105.62813377380371,0.9305999875068665,0.20185902114999468,43.321183479690184
0.2,4,223,107.32332110404968,0.9312000274658203,0.20185902114999468,43.321183479690184
0.2,5,223,107.65757346153259,0.9309999942779541,0.20185902114999468,43.321183479690184
0.2,6,223,108.2200026512146,0.9307000041007996,0.20185902114999468,43.321183479690184
0.2,7,223,108.04886174201965,0.9309999942779541,0.20185902114999468,43.321183479690184
0.2,8,223,107.83285546302795,0.9296000003814697,0.20185902114999468,43.321183479690184
0.2,9,223,107.51703524589539,0.9333000183105469,0.20185902114999468,43.321183479690184
0.2,10,223,107.00499892234802,0.9309999942779541,0.20185902114999468,43.321183479690184
0.3,1,223,107.51939249038696,0.9297999739646912,0.31648493538518085,15.355630948863563
0.3,2,223,107.12311387062073,0.9327999949455261,0.31648493538518085,15.355630948863563
0.3,3,223,107.13436317443848,0.9320999979972839,0.31648493538518085,15.355630948863563
0.3,4,223,107.20303440093994,0.9311000108718872,0.31648493538518085,15.355630948863563
0.3,5,223,105.80556297302246,0.930899977684021,0.31648493538518085,15.355630948863563
0.3,6,223,103.22949075698853,0.9318000078201294,0.31648493538518085,15.355630948863563
0.3,7,223,103.45019030570984,0.9314000010490417,0.31648493538518085,15.355630948863563
0.3,8,223,103.33812499046326,0.9320999979972839,0.31648493538518085,15.355630948863563
0.3,9,223,103.13400387763977,0.9305999875068665,0.31648493538518085,15.355630948863563
0.3,10,223,103.18176651000977,0.9318000078201294,0.31648493538518085,15.355630948863563
0.5,1,223,103.29529452323914,0.9319999814033508,0.5359382729619402,9.003161050930881
0.5,2,223,103.03417229652405,0.932699978351593,0.5359382729619402,9.003161050930881
0.5,3,223,103.39621686935425,0.9311000108718872,0.5359382729619402,9.003161050930881
0.5,4,223,103.19187355041504,0.9302999973297119,0.5359382729619402,9.003161050930881
0.5,5,223,103.27605867385864,0.9309999942779541,0.5359382729619402,9.003161050930881
0.5,6,223,103.6332619190216,0.9301999807357788,0.5359382729619402,9.003161050930881
0.5,7,223,103.2175076007843,0.9312999844551086,0.5359382729619402,9.003161050930881
0.5,8,223,103.29221296310425,0.932699978351593,0.5359382729619402,9.003161050930881
0.5,9,223,103.24629616737366,0.9307000041007996,0.5359382729619402,9.003161050930881
0.5,10,223,103.5657479763031,0.9325000047683716,0.5359382729619402,9.003161050930881
0.7,1,223,103.53912019729614,0.9305999875068665,0.7501149466659557,6.48231000130736
0.7,2,223,103.23305559158325,0.932699978351593,0.7501149466659557,6.48231000130736
0.7,3,223,103.21234369277954,0.9302999973297119,0.7501149466659557,6.48231000130736
0.7,4,223,103.50167298316956,0.9312000274658203,0.7501149466659557,6.48231000130736
0.7,5,223,103.30224704742432,0.9304999709129333,0.7501149466659557,6.48231000130736
0.7,6,223,103.36029005050659,0.9319999814033508,0.7501149466659557,6.48231000130736
0.7,7,223,103.27881217002869,0.9333999752998352,0.7501149466659557,6.48231000130736
0.7,8,223,103.80094265937805,0.9297999739646912,0.7501149466659557,6.48231000130736
0.7,9,223,103.22083759307861,0.9293000102043152,0.7501149466659557,6.48231000130736
0.7,10,223,103.42782855033875,0.9307000041007996,0.7501149466659557,6.48231000130736
1.0,1,223,103.23462414741516,0.9316999912261963,1.0730026249346363,4.599557088723941
1.0,2,223,103.21744799613953,0.9308000206947327,1.0730026249346363,4.599557088723941
1.0,3,223,103.24175643920898,0.9312999844551086,1.0730026249346363,4.599557088723941
1.0,4,223,103.53057026863098,0.9314000010490417,1.0730026249346363,4.599557088723941
1.0,5,223,103.22653460502625,0.9305999875068665,1.0730026249346363,4.599557088723941
1.0,6,223,103.53966784477234,0.9312000274658203,1.0730026249346363,4.599557088723941
1.0,7,223,103.34633350372314,0.9318000078201294,1.0730026249346363,4.599557088723941
1.0,8,223,103.3374195098877,0.9319000244140625,1.0730026249346363,4.599557088723941
1.0,9,223,103.45261192321777,0.9330000281333923,1.0730026249346363,4.599557088723941
1.0,10,223,103.2769079208374,0.930899977684021,1.0730026249346363,4.599557088723941
1.5,1,223,103.485520362854,0.9326000213623047,1.6128465135912913,3.1468262986926674
1.5,2,223,103.52660822868347,0.9309999942779541,1.6128465135912913,3.1468262986926674
1.5,3,223,103.29090356826782,0.932200014591217,1.6128465135912913,3.1468262986926674
1.5,4,223,103.51111125946045,0.9297999739646912,1.6128465135912913,3.1468262986926674
1.5,5,223,103.30335140228271,0.9302999973297119,1.6128465135912913,3.1468262986926674
1.5,6,223,103.2701518535614,0.9309999942779541,1.6128465135912913,3.1468262986926674
1.5,7,223,103.44828343391418,0.9327999949455261,1.6128465135912913,3.1468262986926674
1.5,8,223,103.41719269752502,0.930400013923645,1.6128465135912913,3.1468262986926674
1.5,9,223,103.35427975654602,0.9319999814033508,1.6128465135912913,3.1468262986926674
1.5,10,223,103.62878608703613,0.9312999844551086,1.6128465135912913,3.1468262986926674
2.0,1,223,103.62935757637024,0.9305999875068665,2.155156718089291,2.430428677723922
2.0,2,223,103.46992921829224,0.930400013923645,2.155156718089291,2.430428677723922
2.0,3,223,103.43048453330994,0.9297000169754028,2.155156718089291,2.430428677723922
2.0,4,223,103.54207587242126,0.9333000183105469,2.155156718089291,2.430428677723922
2.0,5,223,103.42675161361694,0.9320999979972839,2.155156718089291,2.430428677723922
2.0,6,223,103.33138799667358,0.9297999739646912,2.155156718089291,2.430428677723922
2.0,7,223,103.3437442779541,0.9311000108718872,2.155156718089291,2.430428677723922
2.0,8,223,103.2988498210907,0.9312000274658203,2.155156718089291,2.430428677723922
2.0,9,223,103.74856424331665,0.9301000237464905,2.155156718089291,2.430428677723922
2.0,10,223,103.52602648735046,0.9284999966621399,2.155156718089291,2.430428677723922
3.0,1,223,103.77974128723145,0.9308000206947327,3.2520190654542427,1.730903127676811
3.0,2,223,103.61091637611389,0.9330999851226807,3.2520190654542427,1.730903127676811
3.0,3,223,103.49021482467651,0.9318000078201294,3.2520190654542427,1.730903127676811
3.0,4,223,103.65095639228821,0.9327999949455261,3.2520190654542427,1.730903127676811
3.0,5,223,104.0238254070282,0.9319999814033508,3.2520190654542427,1.730903127676811
3.0,6,223,103.60734844207764,0.9323999881744385,3.2520190654542427,1.730903127676811
3.0,7,223,103.72556686401367,0.9330000281333923,3.2520190654542427,1.730903127676811
3.0,8,223,103.5131003856659,0.9307000041007996,3.2520190654542427,1.730903127676811
3.0,9,223,142.0533983707428,0.9323999881744385,3.2520190654542427,1.730903127676811
3.0,10,223,103.61534428596497,0.9301999807357788,3.2520190654542427,1.730903127676811
4.0,1,223,103.67519569396973,0.932699978351593,4.358725878294261,1.3936876269749519
4.0,2,223,103.68432307243347,0.9294000267982483,4.358725878294261,1.3936876269749519
4.0,3,223,103.95150780677795,0.9322999715805054,4.358725878294261,1.3936876269749519
